Name,id,brewery_id,cat_id,style_id,Alcohol By Volume,International Bitterness Units,Standard Reference Method,Universal Product Code,filepath,Description,add_user,last_mod,Style,Category,Brewer,Address,City,State,Country,Coordinates,Website,lat,long,IBU,ABV,beer_id,beer_name,name_abv,name_ibu
Rader Blonde,390,238,-1,-1,6.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brennerei-Distillerie Radermacher,Spitalstrasse 50,Raeren,Lige,Belgium,"50.6718,6.122","",50.6718,6.122,0,6.5,"Name: Rader Blonde, Brewery: Brennerei-Distillerie Radermacher, ABV: 6.5, IBU: 0",Name: Rader Blonde,ABV: 6.5,IBU: 0
Twisted Thistle India Pale Ale,421,98,3,26,6.0999999046,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Belhaven Brewery,Spott Road,East Lothian,Scotland,United Kingdom,"55.997,-2.5098","",55.997,-2.5098,0,6.1,"Name: Twisted Thistle India Pale Ale, Brewery: Belhaven Brewery, ABV: 6.1, IBU: 0",Name: Twisted Thistle India Pale Ale,ABV: 6.1,IBU: 0
Huusbier,540,1198,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Steinfels Back & Brau,"",Zrich,"",Switzerland,"47.369,8.538","",47.369,8.538,0,0,"Name: Huusbier, Brewery: Steinfels Back & Brau, ABV: 0, IBU: 0",Name: Huusbier,ABV: 0,IBU: 0
Weizen,590,230,4,50,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Brauhaus Johann Albrecht - Konstanz,Konradigasse 2,Konstanz,Baden-Wrttemberg,Germany,"47.6651,9.175","",47.6651,9.175,0,0,"Name: Weizen, Brewery: Brauhaus Johann Albrecht - Konstanz, ABV: 0, IBU: 0",Name: Weizen,ABV: 0,IBU: 0
Cypress Honey Lager,644,598,8,95,4.6999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Granville Island Brewing Company,1441 Cartwright Street,Vancouver,British Columbia,Canada,"49.2705,-123.136","",49.2705,-123.136,0,4.7,"Name: Cypress Honey Lager, Brewery: Granville Island Brewing Company, ABV: 4.7, IBU: 0",Name: Cypress Honey Lager,ABV: 4.7,IBU: 0
Spring Bock,750,504,7,90,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Engine House #9,611 North Pine,Tacoma,Washington,United States,"47.256,-122.473","",47.256,-122.473,0,0,"Name: Spring Bock, Brewery: Engine House #9, ABV: 0, IBU: 0",Name: Spring Bock,ABV: 0,IBU: 0
Admiral ESB,794,966,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Pacific Rim Brewing,9832 14th Avenue SW,Seattle,Washington,United States,"47.5143,-122.353","",47.5143,-122.353,0,0,"Name: Admiral ESB, Brewery: Pacific Rim Brewing, ABV: 0, IBU: 0",Name: Admiral ESB,ABV: 0,IBU: 0
South Park Blonde,3978,2,3,37,5,0,0,0,"","Light golden color. Sweet dry aroma with crisp, clear bitterness. Brewed with imported German hops.The perfect beer to have when you'd like to have more than one.",0,2010-07-22T16:00:00-04:00,Golden or Blonde Ale,North American Ale,21st Amendment Brewery Cafe,563 Second Street,San Francisco,California,United States,"37.7825,-122.393",http://www.21st-amendment.com/,37.7825,-122.393,0,5,"Name: South Park Blonde, Brewery: 21st Amendment Brewery Cafe, ABV: 5, IBU: 0",Name: South Park Blonde,ABV: 5,IBU: 0
Santas Private Reserve,4192,1072,3,33,6,0,0,0,"","Rogues annual holiday offering, Santas Private Reserve, is a variation of the classic Saint Rogue Red, but with double the hops--including Chinook, and Centennial, and a mystery hop called Rudolph by head brewer John """"""""more hops"""""""" Maier!This holiday elixir is brewed with two-row Harrington, Klages and Munich malts, along with Hugh Baird 30-37, Carastan 13-17, and Crystal 70-80 malts, plus free range coastal water and Johns proprietary top-fermenting Pacman yeast. Available in both 22-ounce bottles, 12oz Loose packs for Winter 2005, and 12oz six packs for 2006.",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,Rogue Ales,2320 SE OSU Drive,Newport,Oregon,United States,"44.6202,-124.052",http://www.rogue.com,44.6202,-124.052,0,6,"Name: Santas Private Reserve, Brewery: Rogue Ales, ABV: 6, IBU: 0",Name: Santas Private Reserve,ABV: 6,IBU: 0
Pale Ale,4237,968,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Palmetto Brewing,289 Huger Street,Charleston,South Carolina,United States,"32.8017,-79.9455","",32.8017,-79.9455,0,0,"Name: Pale Ale, Brewery: Palmetto Brewing, ABV: 0, IBU: 0",Name: Pale Ale,ABV: 0,IBU: 0
Michelob Ultra Amber,4386,44,8,95,5,0,0,0,"","Michelob ULTRA Amber is an American-style amber lager that boasts a beautifully rich, dark-amber color with a full-bodied, malty taste that also is low in calories and carbohydrates.",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Anheuser-Busch,One Busch Place,Saint Louis,Missouri,United States,"38.5983,-90.209",http://www.anheuser-busch.com/,38.5983,-90.209,0,5,"Name: Michelob Ultra Amber, Brewery: Anheuser-Busch, ABV: 5, IBU: 0",Name: Michelob Ultra Amber,ABV: 5,IBU: 0
Twilight Ale,4711,441,3,26,5,0,0,0,"","Stretching the longer summer days into Twilight!  There is something magical about the time of day that falls between light and dark, the high-desert summer day fading into a warm evening with brilliant skies.


Twilight Ale is a lighter, but full flavored ale with a balanced malt profile and a harmonious blend of four hops.  A final dry hopping of bold Amarillos creates the distinctive finishing touch.  Twilight is best enjoyed when chilled and consumed outdoors.",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Deschutes Brewery,901 SW Simpson Avenue,Bend,Oregon,United States,"44.0474,-121.323",http://www.deschutesbrewery.com/,44.0474,-121.323,0,5,"Name: Twilight Ale, Brewery: Deschutes Brewery, ABV: 5, IBU: 0",Name: Twilight Ale,ABV: 5,IBU: 0
Brown Aged Girl,4773,780,4,57,4.5,0,0,0,"","Our Altbier is brewed in the classic German-style brown ale tradition. The â€œaltâ€ translates to """"""""old"""""""" in German and is one of the original ale types brewed in Germany. Brown Aled Girl is dark brown in color, medium in carbonation with a great balance between malt and hops.",0,2010-07-22T16:00:00-04:00,German-Style Brown Ale/Altbier,German Ale,Legacy Brewing Co.,545 Canal Street,Reading,Pennsylvania,United States,"40.3256,-75.9283",http://www.legacybrewing.com,40.3256,-75.9283,0,4.5,"Name: Brown Aged Girl, Brewery: Legacy Brewing Co., ABV: 4.5, IBU: 0",Name: Brown Aged Girl,ABV: 4.5,IBU: 0
Vienna Red Lager,4829,700,8,95,5,0,0,0,"","This amber Austrian lager has a distinct bready malt aroma and flavor, followed by a crisp, clean finish typical of lager styles. The nose also shows plenty of the spicy hop aroma contributed by the use of Saaz hops.",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Iron Hill Brewery - Wilmingon,620 South Madison Street,Wilmington,Delaware,United States,"39.745,-75.5561",http://www.ironhillbrewery.com/,39.745,-75.5561,0,5,"Name: Vienna Red Lager, Brewery: Iron Hill Brewery - Wilmingon, ABV: 5, IBU: 0",Name: Vienna Red Lager,ABV: 5,IBU: 0
Sea Dog Blue Paw Wheat,5076,1125,11,121,3.5,0,0,0,"",Our unique contribution to the fruit ale category features the nutty quench of wheat ale combined with the delightful aromatics and subtle fruit flavor contributed by Maine wild blueberries.,0,2010-07-22T16:00:00-04:00,Fruit Beer,Other Style,Sea Dog Brewing Company,26 Front Street,Bangor,Maine,United States,"44.7974,-68.77",http://www.seadogbrewing.com/,44.7974,-68.77,0,3.5,"Name: Sea Dog Blue Paw Wheat, Brewery: Sea Dog Brewing Company, ABV: 3.5, IBU: 0",Name: Sea Dog Blue Paw Wheat,ABV: 3.5,IBU: 0
Light Rail Ale,5126,1379,3,37,0,0,0,0,"",This blonde beer has a very light body and mild flavors of hops and pale malts. A hint of caramel malt gives color to this popular choice for craft beer newcomers,0,2010-07-22T16:00:00-04:00,Golden or Blonde Ale,North American Ale,Wynkoop Brewing,1634 18th Street,Denver,Colorado,United States,"39.7535,-104.998",http://www.wynkoop.com/,39.7535,-104.998,0,0,"Name: Light Rail Ale, Brewery: Wynkoop Brewing, ABV: 0, IBU: 0",Name: Light Rail Ale,ABV: 0,IBU: 0
Liberty Ale,5173,39,3,26,6,0,0,0,"","San Francisco's famouse Liberty Ale was first brewed on the 18th of April, 1975 to celebrate the 200th anniversary of Paul Revere's historic ride. It is virtually handmade by the brewers of Anchor Steam Beer in one of the smallest and most traditional breweries in the world. Liberty Ale is made with the finest barley malt, fresh, whole hops, top fermenting yeast, pure water and the simple natural methods which reflect our exceptional respect for the ancient art of brewing. It is """"""""dry hopped,"""""""" a classic ale tradition, and slowly completes its fermentation in sealed vats in our cellars. This unique process creates Liberty Ale's distinctive bouquet and uncommonly delicate, entirely natural carbonation.",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Anchor Brewing,1705 Mariposa Street,San Francisco,California,United States,"37.7635,-122.401","",37.7635,-122.401,0,6,"Name: Liberty Ale, Brewery: Anchor Brewing, ABV: 6, IBU: 0",Name: Liberty Ale,ABV: 6,IBU: 0
Sacramento Nut Brown Ale,5255,1090,3,38,5.4000000954,0,0,0,"",A malty dark ale wtih ale with a chocolate and biscuit like flavor and balanced finish.,0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Sacramento Brewing Company,2713 El Paseo Lane,Sacramento,California,United States,"38.6191,-121.4",http://sacbrew.blogspot.com/,38.6191,-121.4,0,5.4,"Name: Sacramento Nut Brown Ale, Brewery: Sacramento Brewing Company, ABV: 5.4, IBU: 0",Name: Sacramento Nut Brown Ale,ABV: 5.4,IBU: 0
Black Magick,5331,1330,3,43,15,0,0,0,"","This is an Imperial Stout that is Brewed to great strength and complexity. We then gently age that beer in Elaigh Craig 13 1/2 year old Bourbon Barrels for 1 yr. and then primed and bottled to bottle condition for continued aging and celler life. Black Magick should be able to be aged up to about 5 years, to heighten the complexity and smooth nature of this beer. This beer should be opened to breath, pour into snifter and enjoy at 55-60 F. 


This is a truly Barrel aged ale and is not to have a large carbonation. We bottle condition it to achieve cask like characteristics.",0,2010-07-22T16:00:00-04:00,American-Style Imperial Stout,North American Ale,"Voodoo Brewing Co.,LLC",215 1/5 Arch St.,Meadville,Pennsylvania,United States,"41.6372,-80.1549",http://www.voodoobrewery.com/,41.6372,-80.1549,0,15,"Name: Black Magick, Brewery: Voodoo Brewing Co.,LLC, ABV: 15, IBU: 0",Name: Black Magick,ABV: 15,IBU: 0
Timmermans Kriek,5420,1266,5,70,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Belgian-Style Fruit Lambic,Belgian and French Ale,Timmermans,Kerkstraat 11,Itterbeek,"",Belgium,"50.8399,4.2475",http://www.anthonymartin.be/,50.8399,4.2475,0,0,"Name: Timmermans Kriek, Brewery: Timmermans, ABV: 0, IBU: 0",Name: Timmermans Kriek,ABV: 0,IBU: 0
Santa Fe Wheat,5531,1108,11,116,5.25,0,0,0,"","A true Bavarian wheat yeast, sixty percent wheat malt, and German hops make Santa Fe Wheat Beer as true to the style as any American rendition can be. German Wheat Beer, with its hints of banana and clove, its delectable, spicy, hops, and its pale golden color, is becoming increasingly popular in Americaâ€™s craft brewing world, and with good reason: wheat beers are both light enough to please light beer drinkers, and complex enough to please true micro-brew connoisseurs. To mimic a classic German Hefeweisen, after pouring your Santa Fe Wheat Beer into a glass, swirl the last few drops in the bottle to loosen the yeast from the bottom, then pour the yeast over the top of your beer.",0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,Santa Fe Brewing Company,35 Fire Place,Santa Fe,New Mexico,United States,"35.5966,-106.052",http://www.santafebrewing.com/,35.5966,-106.052,0,5.25,"Name: Santa Fe Wheat, Brewery: Santa Fe Brewing Company, ABV: 5.25, IBU: 0",Name: Santa Fe Wheat,ABV: 5.25,IBU: 0
Smuttynose Pumpkin Ale,5655,1160,11,123,5.0999999046,0,0,0,"","Smuttynose Pumpkin Ale is our homage to the craft and heritage of Americaâ€™s brewers. Recipes calling for the use of pumpkins in beer date back to early colonial times, when brewers sought to extend their supply of costly imported malt with locally grown ingredients, such as squash and â€œpompions.â€


In that spirit, we brew our ale with the addition of pumpkin to the mash, along with traditional spices to create a delicious American original.",0,2010-07-22T16:00:00-04:00,Pumpkin Beer,Other Style,Smuttynose Brewing Co.,225 Heritage Ave,Portsmouth,New Hampshire,United States,"43.0325,-70.7948",http://www.smuttynose.com/,43.0325,-70.7948,0,5.1,"Name: Smuttynose Pumpkin Ale, Brewery: Smuttynose Brewing Co., ABV: 5.1, IBU: 0",Name: Smuttynose Pumpkin Ale,ABV: 5.1,IBU: 0
Hop Rocker,5706,241,8,95,5.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,BrewDog Ltd,AB43 8UE,Fraserburgh,"",United Kingdom,"57.683,-2.003",http://brewdog.com/,57.683,-2.003,0,5.5,"Name: Hop Rocker, Brewery: BrewDog Ltd, ABV: 5.5, IBU: 0",Name: Hop Rocker,ABV: 5.5,IBU: 0
Silk Porter,5788,673,2,25,6.1999998093,0,0,0,"","Dark, robust and silky-smooth, with many flavors of roasted, toasted and caramel malts. Porter is an old-world beer style, so popular that it helped start the industrial revolution. Taste the history.",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Hoppin Frog Brewery,1680-F East Waterloo Rd.,Akron,Ohio,United States,"41.0247,-81.4676",http://www.hoppinfrog.com/,41.0247,-81.4676,0,6.2,"Name: Silk Porter, Brewery: Hoppin Frog Brewery, ABV: 6.2, IBU: 0",Name: Silk Porter,ABV: 6.2,IBU: 0
IPA Series (Zeus),5830,45,3,31,0,0,0,0,"","A series of single hop, small batch IPAs brewed in Camp Hill. These IPAs showcase the bitterness, flavor, and aroma of each particular hop variety.",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,Appalachian Brewing Company,50 N. Cameron St.,Harrisburg,Pennsylvania,United States,"40.2659,-76.8753",http://www.abcbrew.com,40.2659,-76.8753,0,0,"Name: IPA Series (Zeus), Brewery: Appalachian Brewing Company, ABV: 0, IBU: 0",Name: IPA Series (Zeus),ABV: 0,IBU: 0
Blacksmith Porter,3623,917,2,25,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Nor'Wester Brewery and Public House,"",Portland,Oregon,United States,"45.5235,-122.676","",45.5235,-122.676,0,0,"Name: Blacksmith Porter, Brewery: Nor'Wester Brewery and Public House, ABV: 0, IBU: 0",Name: Blacksmith Porter,ABV: 0,IBU: 0
Blackbird Oatmeal Stout,3760,539,1,21,0,0,0,0,"","A rich, dark and malty ale with plenty of roasted barley flavor. Blackbird has a silky smooth oatmeal finish. It is one of our NEW flagship's and is now available year round.",0,2010-07-22T16:00:00-04:00,Oatmeal Stout,British Ale,Flying Bison Brewing,491 Ontario Street,Buffalo,New York,United States,"42.9561,-78.8966",http://www.flyingbisonbrewing.com,42.9561,-78.8966,0,0,"Name: Blackbird Oatmeal Stout, Brewery: Flying Bison Brewing, ABV: 0, IBU: 0",Name: Blackbird Oatmeal Stout,ABV: 0,IBU: 0
Black Mo Stout,3849,960,3,42,4.5999999046,0,0,0,"",A dry Irish-style stout served via nitrogen.  Black Mo is a very smooth and creamy beer with a pleasant roasted malt character.,0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Otto's Pub and Brewery,2105 N. Atherton St.,State College,Pennsylvania,United States,"40.8098,-77.9101",http://www.ottospubandbrewery.com/index.php,40.8098,-77.9101,0,4.6,"Name: Black Mo Stout, Brewery: Otto's Pub and Brewery, ABV: 4.6, IBU: 0",Name: Black Mo Stout,ABV: 4.6,IBU: 0
Cask ESB,3472,965,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Pacific Coast Brewing,906 Washington Street,Oakland,California,United States,"37.8016,-122.274","",37.8016,-122.274,0,0,"Name: Cask ESB, Brewery: Pacific Coast Brewing, ABV: 0, IBU: 0",Name: Cask ESB,ABV: 0,IBU: 0
French Country Spring Beer,994,841,-1,-1,6.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,McKenzie Brew House,451 Wilmington-West Chester Pike,Glen Mills,Pennsylvania,United States,"39.8658,-75.5442",http://www.mckenziebrewhouse.com,39.8658,-75.5442,0,6.5,"Name: French Country Spring Beer, Brewery: McKenzie Brew House, ABV: 6.5, IBU: 0",Name: French Country Spring Beer,ABV: 6.5,IBU: 0
Irish Red Ale,1005,700,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Iron Hill Brewery - Wilmingon,620 South Madison Street,Wilmington,Delaware,United States,"39.745,-75.5561",http://www.ironhillbrewery.com/,39.745,-75.5561,0,0,"Name: Irish Red Ale, Brewery: Iron Hill Brewery - Wilmingon, ABV: 0, IBU: 0",Name: Irish Red Ale,ABV: 0,IBU: 0
Lagerbier,1665,1024,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Privater Brauereigasthof Greifenklau,Laurenziplatz 20,Bamberg,Bayern,Germany,"49.8851,10.8823","",49.8851,10.8823,0,0,"Name: Lagerbier, Brewery: Privater Brauereigasthof Greifenklau, ABV: 0, IBU: 0",Name: Lagerbier,ABV: 0,IBU: 0
Braunbier,1667,746,7,84,5.6999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Oktoberfest,German Lager,Klosterbru Bamberg,Obere Mhlbrcke 1-3,Bamberg,Bayern,Germany,"49.8891,10.887","",49.8891,10.887,0,5.7,"Name: Braunbier, Brewery: Klosterbru Bamberg, ABV: 5.7, IBU: 0",Name: Braunbier,ABV: 5.7,IBU: 0
Ungespundetes,1676,222,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brauerei Spezial,Obere Knigsstrae 10,Bamberg,Bayern,Germany,"49.8942,10.8855","",49.8942,10.8855,0,0,"Name: Ungespundetes, Brewery: Brauerei Spezial, ABV: 0, IBU: 0",Name: Ungespundetes,ABV: 0,IBU: 0
Old Krogh Oatmeal Stout,1748,754,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Krogh's Restaurant and Brewpub,23 White Deer Plaza,Sparta,New Jersey,United States,"41.0323,-74.6407","",41.0323,-74.6407,0,0,"Name: Old Krogh Oatmeal Stout, Brewery: Krogh's Restaurant and Brewpub, ABV: 0, IBU: 0",Name: Old Krogh Oatmeal Stout,ABV: 0,IBU: 0
Honey Wheat,1778,1285,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Triumph Brewing of Princeton,138 Nassau Street,Princeton,New Jersey,United States,"40.3507,-74.6583","",40.3507,-74.6583,0,0,"Name: Honey Wheat, Brewery: Triumph Brewing of Princeton, ABV: 0, IBU: 0",Name: Honey Wheat,ABV: 0,IBU: 0
Kriek,41,277,-1,-1,7,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brouwerij De Ranke,Brugsstraat 43,Wevelgem,West-Vlaanderen,Belgium,"50.8105,3.1857","",50.8105,3.1857,0,7,"Name: Kriek, Brewery: Brouwerij De Ranke, ABV: 7, IBU: 0",Name: Kriek,ABV: 7,IBU: 0
Whitetail Wheat,94,879,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Montana Brewing,113 North Broadway,Billings,Montana,United States,"45.7822,-108.506","",45.7822,-108.506,0,0,"Name: Whitetail Wheat, Brewery: Montana Brewing, ABV: 0, IBU: 0",Name: Whitetail Wheat,ABV: 0,IBU: 0
Grotten Flemish Ale,216,296,5,72,7.6999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Other Belgian-Style Ales,Belgian and French Ale,Brouwerij St. Bernardus,Trappistenweg 23,Watou,West-Vlaanderen,Belgium,"50.8425,2.6362",http://www.sintbernardus.be,50.8425,2.6362,0,7.7,"Name: Grotten Flemish Ale, Brewery: Brouwerij St. Bernardus, ABV: 7.7, IBU: 0",Name: Grotten Flemish Ale,ABV: 7.7,IBU: 0
Blonde Draft,639,873,-1,-1,4.8000001907,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Mission Springs Brewing,7160 Oliver Street,Mission,British Columbia,Canada,"49.1323,-122.343","",49.1323,-122.343,0,4.8,"Name: Blonde Draft, Brewery: Mission Springs Brewing, ABV: 4.8, IBU: 0",Name: Blonde Draft,ABV: 4.8,IBU: 0
Dry Hopped IPA,781,494,3,31,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,Elliott Bay Brewery and Pub,4720 California Avenue SW,Seattle,Washington,United States,"47.5604,-122.387","",47.5604,-122.387,0,0,"Name: Dry Hopped IPA, Brewery: Elliott Bay Brewery and Pub, ABV: 0, IBU: 0",Name: Dry Hopped IPA,ABV: 0,IBU: 0
Urthel Hop-It,802,431,5,72,9.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Other Belgian-Style Ales,Belgian and French Ale,De Leyerth Brouwerijen,Krommekeerstraat 21,Ruiselede,West-Vlaanderen,Belgium,"51.0811,3.3699","",51.0811,3.3699,0,9.5,"Name: Urthel Hop-It, Brewery: De Leyerth Brouwerijen, ABV: 9.5, IBU: 0",Name: Urthel Hop-It,ABV: 9.5,IBU: 0
3C Extreme,951,916,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Nodding Head Brewpub,1516 Sansom Street,Philadelphia,Pennsylvania,United States,"39.9502,-75.1666",http://www.noddinghead.com/,39.9502,-75.1666,0,0,"Name: 3C Extreme, Brewery: Nodding Head Brewpub, ABV: 0, IBU: 0",Name: 3C Extreme,ABV: 0,IBU: 0
Curve Ball,4943,1031,-1,-1,4.9000000954,0,0,0,"","Inspired by the traditional KÃ¶lsch style beers of Cologne, Germany, Curve Ball boasts a clean, crisp slightly herbal taste and a lighter body. With its sporty packaging and refreshing taste, Curve Ball is the perfect accompaniment to summer grilling and ballpark outings. Try swingin' at it on a hot summer day!",0,2010-07-22T16:00:00-04:00,"",Hybrid,Pyramid Ales Brewery,91 S Royal Brougham Way,Seattle,Washington,United States,"47.5924,-122.334",http://www.pyramidbrew.com/,47.5924,-122.334,0,4.9,"Name: Curve Ball, Brewery: Pyramid Ales Brewery, ABV: 4.9, IBU: 0",Name: Curve Ball,ABV: 4.9,IBU: 0
Pyramid Apricot Weizen,4944,1031,11,121,5.0999999046,0,0,0,"","Brewed by the original Wheat Beer Pioneers, Pyramid Apricot Weizen Ale is left unfiltered for extra flavor and aroma. 


The gold medalist of fruit beers, Pyramid Apricot Weizen is an adventurous wheat ale that offers the pleasing aroma and flavor of fresh apricots, and smooth and refreshing character for which our wheat beers are known.",0,2010-07-22T16:00:00-04:00,Fruit Beer,Other Style,Pyramid Ales Brewery,91 S Royal Brougham Way,Seattle,Washington,United States,"47.5924,-122.334",http://www.pyramidbrew.com/,47.5924,-122.334,0,5.1,"Name: Pyramid Apricot Weizen, Brewery: Pyramid Ales Brewery, ABV: 5.1, IBU: 0",Name: Pyramid Apricot Weizen,ABV: 5.1,IBU: 0
Turbodog,5047,10,3,29,0,0,0,0,"","Abita Turbodog is a dark brown ale brewed with Willamette hops and a combination of British pale, crystal and chocolate malts.


This combination gives Turbodog its rich body and color and a sweet chocolate-toffee like flavor. Turbodog began as a specialty ale but has gained a huge loyal following and has become one of our three flagship brews.


Just a bit stronger than our other brews, so . . .beware of the dog!",0,2010-07-22T16:00:00-04:00,Dark American-Belgo-Style Ale,North American Ale,Abita Brewing Company,PO Box 1510,Abita Springs,Louisiana,United States,"30.5049,-89.944",http://www.abita.com/,30.5049,-89.944,0,0,"Name: Turbodog, Brewery: Abita Brewing Company, ABV: 0, IBU: 0",Name: Turbodog,ABV: 0,IBU: 0
Weyerbacher Fireside Ale,5139,1352,-1,-1,7.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Weyerbacher Brewing Company,905 Line Street,Easton,Pennsylvania,United States,"40.6732,-75.2249",http://www.weyerbacher.com/,40.6732,-75.2249,0,7.5,"Name: Weyerbacher Fireside Ale, Brewery: Weyerbacher Brewing Company, ABV: 7.5, IBU: 0",Name: Weyerbacher Fireside Ale,ABV: 7.5,IBU: 0
Big Nasty Porter,5232,1055,2,25,6.4000000954,0,0,0,"",This dark brown porter has more bark than bite. It is actually fairly sweet and fruity with a nutty/chocolate flavor as well. Highly recommended.,0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Richbrau Brewing Company,1214 East Cary St,Richmond,Virginia,United States,"37.5356,-77.4338",http://www.richbrau.com/,37.5356,-77.4338,0,6.4,"Name: Big Nasty Porter, Brewery: Richbrau Brewing Company, ABV: 6.4, IBU: 0",Name: Big Nasty Porter,ABV: 6.4,IBU: 0
Hop Juice Double IPA,5269,778,3,32,9.3999996185,0,0,0,"","Here at Left Coast Brewing Co. we pride ourselves on being one of the first breweries to pioneer a Double IPA style beer. In 2003, we brewed our first Double IPA, and haven't looked back since. This hop monster uses Premium American 2- Row and a touch of light crystal malt to create a solid malt foundation. The recipe calls for hops to be used in every step of the brewing process; in the mash, in a hop back, in the fermenter, and in the bright tanks. We use hop extract, hop pellets and hop flowers, hence the name Hop Juice. Hop Juice spends more than 4 weeks dry hopping in the fermenter and the bright beer tank. It is approximately 9.4% abv and has massive IBUs. Hop usage is over 4lbs per barrel. Hopeheads, step up to the plate!",0,2010-07-22T16:00:00-04:00,Imperial or Double India Pale Ale,North American Ale,Left Coast Brewing,1245 Puerta del Sol,San Clemente,California,United States,"33.4577,-117.589","",33.4577,-117.589,0,9.4,"Name: Hop Juice Double IPA, Brewery: Left Coast Brewing, ABV: 9.4, IBU: 0",Name: Hop Juice Double IPA,ABV: 9.4,IBU: 0
Baltika #8,5482,999,11,116,5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,Pivzavod Baltika /,"Promzona Parnas-4, 6 Proyezd, 9 Kvartal",Sankt-Peterburg,Sankt-Peterburg,Russia,"59.939,30.3158","",59.939,30.3158,0,5,"Name: Baltika #8, Brewery: Pivzavod Baltika /, ABV: 5, IBU: 0",Name: Baltika #8,ABV: 5,IBU: 0
Weizengold Dunkel,5540,1202,-1,-1,0,0,0,0,"","Stiegl Weizengold. It has 12o original gravity; the choicest ingredients and a top fermentation process are responsible for the highest possible quality and an unmistakable flavor. It is brewed according to the classic wheat beer recipe: 60 % wheat malt and 40 % barley malt, top fermentation and in compliance with the Purity Law of 1516.  This dark wheat beer specialty is a natural and spicy beer brand.",0,2010-07-22T16:00:00-04:00,"",Hybrid,Stieglbrauerei zu Salzburg GmbH,KendlerstraÃŸe 1,Salzburg,"",Austria,"47.8005,13.0444",http://www.stieglbrauerei.at/,47.8005,13.0444,0,0,"Name: Weizengold Dunkel, Brewery: Stieglbrauerei zu Salzburg GmbH, ABV: 0, IBU: 0",Name: Weizengold Dunkel,ABV: 0,IBU: 0
